index,FAC_NO,FAC_NAME,YEAR_QTR,BEG_DATE,END_DATE,OP_STATUS,COUNTY_NAME,HSA,HFPA,TYPE_CNTRL,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,LIC_BEDS,AVL_BEDS,STF_BEDS,DIS_MCAR,DIS_MCAR_MC,DIS_MCAL,DIS_MCAL_MC,DIS_CNTY,DIS_CNTY_MC,DIS_THRD,DIS_THRD_MC,DIS_INDGNT,DIS_OTH,DIS_TOT,DIS_LTC,DAY_MCAR,DAY_MCAR_MC,DAY_MCAL,DAY_MCAL_MC,DAY_CNTY,DAY_CNTY_MC,DAY_THRD,DAY_THRD_MC,DAY_INDGNT,DAY_OTH,DAY_TOT,DAY_LTC,VIS_MCAR,VIS_MCAR_MC,VIS_MCAL,VIS_MCAL_MC,VIS_CNTY,VIS_CNTY_MC,VIS_THRD,VIS_THRD_MC,VIS_INDGNT,VIS_OTH,VIS_TOT,GRIP_MCAR,GRIP_MCAR_MC,GRIP_MCAL,GRIP_MCAL_MC,GRIP_CNTY,GRIP_CNTY_MC,GRIP_THRD,GRIP_THRD_MC,GRIP_INDGNT,GRIP_OTH,GRIP_TOT,GROP_MCAR,GROP_MCAR_MC,GROP_MCAL,GROP_MCAL_MC,GROP_CNTY,GROP_CNTY_MC,GROP_THRD,GROP_THRD_MC,GROP_INDGNT,GROP_OTH,GROP_TOT,BAD_DEBT,CADJ_MCAR,CADJ_MCAR_MC,CADJ_MCAL,CADJ_MCAL_MC,DISP_855,CADJ_CNTY,CADJ_CNTY_MC,CADJ_THRD,CADJ_THRD_MC,CHAR_HB,CHAR_OTH,SUB_INDGNT,TCH_ALLOW,TCH_SUPP,DED_OTH,DED_TOT,CAP_MCAR,CAP_MCAL,CAP_CNTY,CAP_THRD,CAP_TOT,NET_MCAR,NET_MCAR_MC,NET_MCAL,NET_MCAL_MC,NET_CNTY,NET_CNTY_MC,NET_THRD,NET_THRD_MC,NET_INDGNT,NET_OTH,NET_TOT,OTH_OP_REV,TOT_OP_EXP,PHY_COMP,NONOP_REV,DIS_PIPS,DAY_PIPS,EXP_PIPS,EXP_POPS,CAP_EXP,FIX_ASSETS,DISP_TRNFR,DIS_TOT_CC,PAT_DAY_TOT_CC,TOT_OUT_VIS_CC,GROS_INPAT_REV_CC,GROS_OUTPAT_REV_CC,CONTR_ADJ_CC,OTHR_DEDUCT_CC,CAP_PREM_REV_CC,NET_PAT_REV_CC,QA_FEES,QA_SUPPL_PAY,MNGD_CARE_QA_PAY
342,106371394,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,20234,10/01/2023,12/31/2023,Open,San Diego,14 - San Diego/Imperial,1416,Non Profit Corp.,Comparable,,760-633-6501,354 SANTA FE DRIVE,ENCINITAS,92024,CARL ETTER,187,186,171,1154,881,88,386,0,0,17,1014,17,10,3567,0,5076,4111,367,1668,0,0,68,3260,50,31,14631,0,5231,3253,728,3383,0,0,131,9971,232,143,23072,121632832,90833506,8480458,36000348,0,0,1192527,78255027,1811364,1117318,339323380,61361381,48858655,6670162,35262343,0,0,1092527,108924156,1913319,1180209,265262752,1240113,158989713,120256770,8907477,54849889,0,0,0,2034578,117644347,0,1872061,0,0,0,3724683,469519631,0,0,0,16808,16808,23950779,19407325,5769595,16288988,0,0,233552,68632839,0,800231,135083309,2920007,115945684,8574574,1048475,0,0,0,0,6654352,235447605,0,0,0,0,0,0,0,0,0,0,0,0,0
343,106370771,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,20234,10/01/2023,12/31/2023,Open,San Diego,14 - San Diego/Imperial,1416,Non Profit Corp.,Comparable,,858-457-6332,9888 GENESEE AVENUE,LA JOLLA,92037,CARL ETTER,426,394,308,1780,1143,106,453,0,0,14,2309,60,21,5886,0,8703,6513,782,2411,0,0,46,8928,180,64,27627,0,5654,3316,395,2437,0,0,86,12868,356,127,25239,287871736,198059772,25005810,72747438,0,0,5716568,332783004,5989618,2137987,930311933,114615722,76737288,5591767,29065709,0,0,1251456,261830958,4617207,1648107,495358214,383695,352960758,243012186,19029582,78588208,0,0,0,2631329,420280382,0,3786094,0,0,0,10164306,1130836540,0,0,0,-520629,-520629,49462400,31758068,11493453,23187724,0,0,4048941,173137813,0,1224579,294312978,10601633,239839231,4038812,199002,0,0,0,0,5917658,464329295,0,0,0,0,0,0,0,0,0,0,0,0,0
344,106370744,SCRIPPS MERCY HOSPITAL,20234,10/01/2023,12/31/2023,Open,San Diego,14 - San Diego/Imperial,1418,Non Profit Corp.,Comparable,Teaching,619-294-8111,4077 FIFTH AVENUE,SAN DIEGO,92103-2180,TOM GAMMIERE,655,559,451,1288,1983,677,2417,0,0,12,1310,128,161,7976,0,7289,10716,3907,12294,0,0,87,5303,313,436,40345,0,6785,8653,3239,14829,0,0,364,14067,656,938,49531,181090276,243462798,83979932,240665104,0,0,4038182,166691797,8056487,11892148,939876724,93921175,132714233,30520998,128661298,0,0,1353940,165444504,4253081,8432622,565301851,7012414,238209962,324778900,73385942,255796148,-4496425,0,0,4587126,213699108,0,12309568,0,0,0,15930692,1141213435,0,0,0,-1253888,-1253888,36412177,51174837,44715873,112253572,0,0,509813,114118942,0,3526038,362711252,14578910,338873237,7544187,9273,0,0,0,0,10199237,386732338,0,0,0,0,0,0,0,0,0,0,0,0,0
345,106374094,SELECT SPECIALTY HOSPITAL - SAN DIEGO,20234,10/01/2023,12/31/2023,Open,San Diego,14 - San Diego/Imperial,1418,Investor - Corp.,Comparable,,619-260-8300,555 WASHINGTON STREET,SAN DIEGO,92103,TOMMY LE,110,88,88,87,28,0,36,0,0,35,0,0,0,186,0,2567,716,0,2424,0,0,1445,0,0,0,7152,0,0,0,0,0,0,0,0,0,0,0,0,74488056,19616967,0,66619594,0,0,37178033,0,0,0,197902650,0,0,0,0,0,0,0,0,0,0,0,174075,68349873,17678160,0,61525896,0,0,0,34205122,0,0,0,0,0,0,0,181933126,0,0,0,0,0,6049384,1935850,0,5036015,0,0,2948275,0,0,0,15969524,22913,14559267,0,-38807,0,0,0,0,693686,10162180,0,0,0,0,0,0,0,0,0,0,0,0,0
346,106124004,SEMPERVIRENS P.H.F.,20234,10/01/2023,12/31/2023,Open,Humboldt,01 - Northern California,105,City/County,Psychiatric Health Facilities,,707-269-2990,720 WOOD STREET,EUREKA,95501,PAUL BUGNACKI,16,16,16,10,0,0,0,0,0,33,0,0,0,43,0,324,0,0,0,0,0,992,0,0,0,1316,0,0,0,0,0,0,0,0,0,0,0,0,664265,0,0,0,0,0,2033798,0,0,0,2698063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664265,0,0,0,0,0,2033798,0,0,0,2698063,0,2890432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,106321016,SENECA HEALTHCARE DISTRICT,20234,10/01/2023,12/31/2023,Open,Plumas,01 - Northern California,215,District,Comparable,Rural,530-258-2151,130 BRENTWOOD DRIVE,CHESTER,96020,SHAWN MCKENZIE,26,26,26,6,0,0,1,0,0,4,0,0,1,12,1,43,0,92,1152,0,0,17,0,0,53,1357,1295,2279,0,104,571,0,0,1937,0,81,208,5180,201446,0,64847,846340,0,0,120856,0,0,38519,1272008,2006353,0,158969,506554,0,0,1118712,0,36865,108338,3935791,120218,963351,0,132297,-481903,0,0,0,339877,0,0,36865,0,0,0,105534,1216239,0,0,0,0,0,1244448,0,91519,1834797,0,0,794157,0,0,26639,3991560,15042,5372744,682613,91982,0,0,0,0,799373,7107309,0,0,0,0,0,0,0,0,0,0,0,0,0
348,106410891,SEQUOIA HOSPITAL,20234,10/01/2023,12/31/2023,Open,San Mateo,04 - West Bay,428,Non Profit Corp.,Comparable,,650-369-5811,170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,94062,BILL GRAHAM,208,114,54,477,178,10,66,0,0,13,477,11,0,1232,0,1865,737,74,271,0,0,30,1518,25,0,4520,0,5049,1199,610,596,0,0,157,7810,356,13,15790,89809204,30967902,2166088,10088209,0,0,2201125,44263796,1101692,0,180598016,80219746,21803461,1689271,12165982,0,0,2979478,103732114,2871759,65263,225527074,3945681,146710022,46483338,2769298,18567100,0,0,0,3887993,93486178,0,1834325,0,0,0,4390883,322074818,0,0,0,0,0,22069904,5225032,914294,3684406,0,0,883385,50883170,386003,4078,84050272,224253,88354689,0,5394578,0,0,0,0,885927,320239083,0,0,0,0,0,0,0,0,0,0,0,0,0
349,106370875,SHARP CHULA VISTA MEDICAL CENTER,20234,10/01/2023,12/31/2023,Open,San Diego,14 - San Diego/Imperial,1420,Non Profit Corp.,Comparable,,619-482-5800,751 MEDICAL CENTER COURT,CHULA VISTA,91911,MISHAL AL RAWAF,449,449,355,856,1167,311,1480,0,0,152,583,57,224,4830,185,5728,7121,2630,10065,0,0,629,2799,160,629,29761,7194,6052,8249,1237,11120,0,0,1966,13259,680,763,43326,125500339,157098396,45424013,167509022,0,0,16606908,75416646,3545885,13903202,605004411,47250022,63997792,9728867,100591304,0,0,11787613,79393699,2964763,3324699,319038759,5047997,150316761,207049766,49556975,224626128,-2068560,0,0,24498877,116346955,0,6510648,0,0,0,11119496,793005043,7182269,0,0,7278780,14461049,22433599,21228691,7664465,43474198,0,0,3895645,45742170,0,1060408,145499176,2661387,161049912,0,54736485,0,0,0,0,506062,295214670,0,0,0,0,0,0,0,0,0,0,0,0,0
350,106370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,20234,10/01/2023,12/31/2023,Open,San Diego,14 - San Diego/Imperial,1420,Non Profit Corp.,Comparable,,619-435-6251,250 PROSPECT PLACE,CORONADO,92118,SUSAN STONE,181,175,117,196,175,44,236,0,0,27,110,3,6,797,96,872,814,832,6356,0,0,443,804,3,6,10130,7412,5135,3629,443,2978,0,0,1964,8606,175,230,23160,16951820,14224932,4280648,27266424,0,0,3285552,7941553,171428,333245,74455602,19411525,20098429,3807456,23810189,0,0,9328315,43901361,1056437,1388796,122802508,855121,31597571,33355725,6033635,37609896,0,0,0,10799890,38654895,0,1227864,0,0,0,765036,160899633,1737648,0,0,3412953,5150601,4765774,2705284,2054469,13466717,0,0,1813976,16600973,0,101885,41509078,1484371,40408829,0,14706732,0,0,0,0,2061634,64156105,0,0,0,0,0,0,0,0,0,0,0,0,0
351,106370714,SHARP GROSSMONT HOSPITAL,20234,10/01/2023,12/31/2023,Open,San Diego,14 - San Diego/Imperial,1422,Non Profit Corp.,Comparable,,619-465-0711,5555 GROSSMONT CENTER DRIVE,LA MESA,91942,SCOTT EVANS,542,538,427,1756,1474,641,2380,0,0,198,819,33,79,7380,104,9754,7740,4253,9227,0,0,872,3522,108,257,35733,1322,37784,18945,2665,21436,0,0,2317,28786,923,626,113482,215393255,183251692,65364660,216719119,0,0,23534163,100944616,2663169,6363706,814234380,111862888,89114469,16379810,133287848,0,0,14432213,135647174,4803389,4256388,509784179,4937844,276195878,255067754,71808125,282466035,-3059370,0,0,31914362,170300937,0,7466558,0,0,0,5201498,1102299621,9749170,0,0,11028447,20777617,51060264,27047578,12995714,67540933,0,0,6052015,77319300,0,480751,242496555,2615801,250542032,0,70996776,0,0,0,0,3832106,414173248,0,0,0,0,0,0,0,0,0,0,0,0,0
352,106374049,SHARP MCDONALD CENTER,20234,10/01/2023,12/31/2023,Open,San Diego,14 - San Diego/Imperial,1416,Non Profit Corp.,Comparable,,858-637-6920,7989 LINDA VISTA ROAD,SAN DIEGO,92111,TRISHA KHALEGHI,16,16,8,0,0,0,0,0,0,0,48,1,6,55,0,0,0,0,0,0,0,0,637,9,66,712,0,0,0,0,0,0,0,26,1132,12,0,1170,0,0,0,0,0,0,0,2321351,15281,117800,2454432,0,0,0,0,0,0,32409,1501715,13290,0,1547414,0,0,0,0,0,0,0,0,30892,2663506,0,28571,0,0,0,82768,2805737,0,0,0,8828,8828,0,0,0,0,0,0,1518,1168387,0,35032,1204937,0,1335952,0,289449,0,0,0,0,0,2188322,0,0,0,0,0,0,0,0,0,0,0,0,0
353,106370694,SHARP MEMORIAL HOSPITAL,20234,10/01/2023,12/31/2023,Open,San Diego,14 - San Diego/Imperial,1416,Non Profit Corp.,Comparable,,858-939-3400,7901 FROST STREET,SAN DIEGO,92123,TIMOTHY SMITH,862,656,432,1256,1538,387,1449,0,0,397,2756,51,100,7934,0,6465,8016,3621,6349,0,0,1993,12759,318,162,39683,0,9068,13010,1440,8877,0,0,2502,29111,770,506,65284,189729367,234729857,83485964,169842690,0,0,53031488,342497242,4302660,8480284,1086099552,90683274,155852079,12374955,74557841,0,0,18527902,335105696,5814026,3817870,696733643,5926626,241730928,377005892,80420711,202994519,0,0,0,59562631,525963655,0,10116687,0,0,0,5615666,1509337315,21415093,0,0,50396267,71811360,38681713,34991136,15440208,41406011,0,0,11996759,202035551,0,755862,345307240,9713388,317876953,0,124351731,0,0,0,0,20975569,505939707,0,0,0,0,0,0,0,0,0,0,0,0,0
354,106370745,SHARP MESA VISTA HOSPITAL,20234,10/01/2023,12/31/2023,Open,San Diego,14 - San Diego/Imperial,1416,Non Profit Corp.,Comparable,,858-278-4110,7850 VISTA HILL AVENUE,SAN DIEGO,92123,TRISHA KHALEGHI,160,149,96,92,103,68,3,305,0,60,390,6,9,1036,0,1098,1312,499,71,3094,0,390,2221,43,64,8792,0,4929,1275,57,2,41,0,1895,6748,35,149,15131,11253067,13069371,5137176,622887,31851325,0,3863116,21932841,377073,564086,88670942,7348461,2036868,143203,7301,121962,0,3558121,12974414,60636,328098,26579064,712477,16631756,13382007,4497993,478974,0,28264658,0,6387872,24295741,0,437709,0,0,0,84301,95173488,67713,0,0,-15975,51738,1969772,1791945,782386,151214,3708629,0,1033364,10595540,0,95406,20128256,593266,25495705,0,6960395,0,0,0,0,516068,22366121,0,0,0,0,0,0,0,0,0,0,0,0,0
355,106450940,SHASTA REGIONAL MEDICAL CENTER,20234,10/01/2023,12/31/2023,Open,Shasta,01 - Northern California,209,Investor - Corp.,Comparable,,530-244-5400,1100 BUTTE STREET,REDDING,96001,CASEY FATCH,178,178,82,833,133,91,289,0,0,212,76,0,18,1652,0,3110,617,886,896,0,0,866,278,0,52,6705,0,4034,576,374,3353,0,0,1942,830,4,978,12091,71057774,12249985,5389481,21895493,0,0,20669867,6419770,0,901302,138583672,34301169,4840735,2222767,15935809,0,0,16555749,7682619,31262,1184369,82754479,2089589,86357088,14277400,3995779,22096056,0,0,0,27228448,11485115,0,1343886,0,0,0,33617,168906978,0,0,0,0,0,17956016,2445547,3547909,15077119,0,0,9734513,2589431,0,1080638,52431173,1014827,52995983,0,0,0,0,0,0,471025,68289380,0,0,0,0,0,0,0,0,0,0,0,0,0
356,106190708,SHERMAN OAKS HOSPITAL,20234,10/01/2023,12/31/2023,Open,Los Angeles,11 - Los Angeles,905,Non Profit Corp.,Comparable,,818-981-7111,4929 VAN NUYS BOULEVARD,SHERMAN OAKS,91403,EM V GARCIA,153,153,153,580,148,48,177,0,0,73,7,1,13,1047,0,4583,707,316,1380,0,0,246,81,6,295,7614,0,1718,401,467,2155,0,0,1207,206,7,347,6508,48347391,8794335,3009312,21037367,0,0,4174171,859491,21673,1061995,87305735,5136022,1977357,1641898,7404561,0,0,4075086,786133,22008,1078403,22121468,2014301,41920405,7229756,969965,10943133,-226554,0,0,7964119,977855,0,169039,0,0,0,212328,72174347,0,0,0,0,0,11563006,3541936,3907800,17498794,0,0,285138,667770,-125357,-86231,37252856,84716,32979449,0,0,0,0,0,0,289881,40187869,0,0,0,0,0,0,0,0,0,0,0,0,0
357,106344114,SHRINERS HOSPITAL FOR CHILDREN - NORTHERN CALIFORNIA,20234,10/01/2023,12/31/2023,Open,Sacramento,02 - Golden Empire,311,Non Profit Corp.,Shriners Hospitals,,916-453-2000,2425 STOCKTON BOULEVARD,SACRAMENTO,95817,KENNY PAWLEK,80,70,70,1,0,103,37,0,0,9,80,43,0,273,0,3,0,627,209,0,0,42,272,852,0,2005,0,1,0,1979,2530,0,0,209,2328,295,0,7342,52998,0,7161248,3522027,0,0,586052,5989804,10967512,0,28279641,333,0,3802895,4777801,0,0,423263,4988144,669462,0,14661898,0,53331,0,6613757,5317035,0,0,0,620800,6815057,0,11636974,0,0,0,0,31056954,0,0,0,0,0,0,0,4350386,2982793,0,0,388515,4162891,0,0,11884585,21014,22732837,0,4037139,0,0,0,0,287986,56073649,0,0,0,0,0,0,0,0,0,0,0,0,0
358,106291023,SIERRA NEVADA MEMORIAL HOSPITAL,20234,10/01/2023,12/31/2023,Open,Nevada,02 - Golden Empire,301,Non Profit Corp.,Comparable,Rural,530-274-6700,155 GLASSON WAY,GRASS VALLEY,95945,BRIAN EVANS,104,104,52,482,188,54,195,0,0,40,135,5,1,1100,0,2075,973,208,631,0,0,166,346,12,1,4412,0,13533,4345,843,3701,0,0,893,3934,210,42,27501,43208052,19833290,4084204,12919475,0,0,3575207,8498822,263395,20467,92402912,55087142,19203141,3140825,16355946,0,0,3063544,19246451,1019181,179151,117295381,2067323,70724919,32902940,2581564,13144114,-36168,0,0,5346623,12274043,0,3210235,0,0,0,2636348,144851941,0,0,0,0,0,25588310,5285918,4431609,14054773,0,0,1192363,14142944,127514,22921,64846352,289022,47929574,0,9148177,0,0,0,0,596593,55497974,0,0,0,0,0,0,0,0,0,0,0,0,0
359,106540798,SIERRA VIEW MEDICAL CENTER,20234,10/01/2023,12/31/2023,Open,Tulare,09 - Central,613,District,Comparable,,559-784-1110 xet6100,465 WEST PUTNAM AVENUE,PORTERVILLE,93257,DONNA HEFNER,167,167,167,351,138,128,493,0,0,30,115,0,15,1270,0,1795,801,3014,1841,0,0,132,378,0,45,8006,0,8123,5463,1693,12878,0,0,735,9576,0,381,38849,24659453,8657701,10044380,19700960,0,0,1197399,4793568,0,233431,69286892,25853562,9952481,3328428,31817157,0,0,1825615,21689904,0,658382,95125529,2048735,38549220,15302939,12750499,42691381,-1825885,0,0,908959,16708441,0,58244,0,0,0,78245,127270778,0,0,0,0,0,11963795,2548458,2446961,8871216,0,0,2114055,8952100,0,245058,37141643,920094,40721431,0,3347521,0,0,0,0,800731,81253817,0,0,0,0,0,0,0,0,0,0,0,0,0
360,106342392,SIERRA VISTA HOSPITAL,20234,10/01/2023,12/31/2023,Open,Sacramento,02 - Golden Empire,311,Investor - Corp.,Comparable,,916-288-0300,8001 BRUCEVILLE ROAD,SACRAMENTO,95823,TAMI BROOKS,171,171,171,112,96,142,0,521,0,59,356,3,0,1289,0,1894,1151,1643,0,7354,0,516,2440,54,0,15052,0,148,221,0,0,0,0,380,1643,0,30,2422,3788000,2302000,3286000,0,14708000,0,1032000,4880000,108000,0,30104000,161920,263640,0,0,0,0,413840,2043840,0,34200,2917440,183469,1052644,822016,1817250,0,-121199,6258343,0,625611,4721448,0,108000,0,0,0,0,15467582,0,0,0,0,0,2897276,1743624,1589949,0,8449657,0,820229,2018923,0,34200,17553858,6484,13103913,1672643,13252,0,0,0,0,57490,21374899,0,0,0,0,0,0,0,0,0,0,0,0,0
361,106400524,SIERRA VISTA REGIONAL MEDICAL CENTER,20234,10/01/2023,12/31/2023,Open,San Luis Obispo,08 - Mid-Coast,801,Investor - Corp.,Comparable,,805-546-7600,1010 MURRAY STREET,SAN LUIS OBISPO,93405,MARK LISA,162,143,67,363,141,57,249,0,0,31,406,3,8,1258,0,1818,780,396,960,0,0,49,1699,13,23,5738,0,2349,706,136,2340,0,0,376,3410,10,349,9676,74205238,31111055,12918774,32189077,0,0,4028892,62550373,315456,1372515,218691380,35513645,17384059,2063594,27037997,0,0,7107060,52559103,319444,2859083,144843985,64182,100243435,44426642,14940271,50178739,0,0,0,10404654,88178495,0,634900,0,0,0,3973643,313044961,0,0,0,0,0,9475448,4068472,42097,9048335,0,0,728710,26899967,0,227375,50490404,272460,49123305,0,59895,0,0,0,0,3218995,56618678,0,0,0,0,0,0,0,0,0,0,0,0,5834956
362,106490040,SONOMA COUNTY HEALING CENTER - PHF,20234,10/01/2023,12/31/2023,Open,Sonoma,03 - North Bay,401,Investor - Corp.,Comparable,,209-478-5291,7440 RANCHO LOS GUILICOS ROAD,SANTA ROSA,95409,MARIA STEFANOU,16,16,16,0,0,0,0,41,0,0,0,0,0,41,0,0,0,0,0,1371,0,0,0,0,0,1371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1472907,0,0,0,0,0,1472907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1472907,0,0,0,0,0,1472907,120464,1743264,197400,0,0,0,0,0,53381,445284,0,0,0,0,0,0,0,0,0,0,0,0,0
363,106491338,SONOMA SPECIALTY HOSPITAL,20234,10/01/2023,12/31/2023,Open,Sonoma,03 - North Bay,401,Investor - Indiv.,Comparable,Rural,707-823-8511,501 PETALUMA AVENUE,SEBASTOPOL,95472,RICKY BAUTISTA,41,41,41,69,0,1,51,0,0,0,18,0,1,140,0,1440,0,114,1557,0,0,0,600,0,5,3716,0,0,0,0,0,0,0,0,0,0,0,0,11499909,0,878884,9649656,0,0,0,8736025,0,11141,30775615,0,0,0,0,0,0,0,0,0,0,0,0,5621005,0,659163,4079816,0,0,0,0,6552019,0,0,0,0,0,0,16912003,0,0,0,0,0,5878904,0,219721,5569840,0,0,0,2184006,0,11141,13863612,14646,9624338,0,0,0,0,0,0,768118,6202777,0,0,0,0,0,0,0,0,0,0,0,0,0
364,106491076,SONOMA VALLEY HOSPITAL,20234,10/01/2023,12/31/2023,Open,Sonoma,03 - North Bay,403,District,Comparable,,707-935-5000,347 ANDRIEUX STREET,SONOMA,95476,JOHN HENNELLY,51,51,39,141,56,5,28,0,0,34,11,0,2,277,39,859,463,16,1417,0,0,316,26,0,8,3105,2283,7277,3249,380,2242,0,0,5887,1042,16,467,20560,9887058,3728544,349724,3321455,0,0,3450447,1118712,0,124814,21980754,22424720,12482993,1338605,9671442,0,0,15088065,3258170,55957,1146675,65466627,500577,28032686,14260408,1441884,10974078,0,0,0,13320199,3749938,0,39937,0,0,0,425082,72744789,0,0,0,45871,45871,4279092,1951129,246445,2018819,0,0,4717736,672815,16020,846407,14748463,282122,17910833,0,1942218,0,0,0,0,5292,56463269,0,0,0,0,0,0,0,0,0,0,0,0,0
365,106301258,SOUTH COAST GLOBAL MEDICAL CENTER,20234,10/01/2023,12/31/2023,Open,Orange,13 - Orange,1015,Investor - Corp.,Comparable,,714-754-5454,2701 S. BRISTOL STREET,SANTA ANA,92704,PETER BARONOFF,178,178,178,154,43,69,175,0,0,3,25,0,192,661,0,2161,284,361,2461,0,0,16,73,0,329,5685,0,197,316,629,2091,0,0,75,354,0,503,4165,15373944,2964305,3356183,20516406,0,0,224261,1180939,0,3327871,46943909,867124,2852318,3622894,15091142,0,0,565495,3111422,0,1994553,28104948,2542197,13467457,4823274,5787207,29526575,-922772,0,0,654884,3559322,0,109264,0,0,0,0,59547408,0,0,0,0,0,2773611,993349,2114642,6080973,0,0,134873,733039,0,2670962,15501449,21186,17727206,540250,0,0,0,0,0,13840,1673171,0,0,0,0,0,0,0,0,0,0,0,0,0
366,106190380,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,20234,10/01/2023,12/31/2023,Open,Los Angeles,11 - Los Angeles,925,Investor - Corp.,Comparable,,323-462-2271,6245 DE LONGPRE AVENUE,HOLLYWOOD,90028,MICHAEL KLEPIN,598,598,342,1682,401,1216,917,0,0,57,317,32,215,4837,0,9504,2685,7536,8969,0,0,373,1413,32,816,31328,0,605,553,645,3126,0,0,211,773,7,578,6498,149506724,44556095,47018687,115031967,0,0,5203364,19841737,319329,9011683,390489586,6865240,5044350,2025928,25013978,0,0,1533392,6136337,30324,2812790,49462339,9596129,127123133,35376562,34769102,119174234,-6471167,0,0,-406765,20936359,0,260558,0,0,0,6225602,346583747,22361793,0,0,0,22361793,29248831,34854039,16575675,36280578,0,0,5706504,2555107,89095,-9579858,115729971,254000,104863586,0,254000,0,0,0,0,811558,55787439,0,0,0,0,0,0,0,0,0,0,0,0,0
367,106141338,SOUTHERN INYO HOSPITAL,20234,10/01/2023,12/31/2023,Open,Inyo,12 - Inland Counties,1201,District,Comparable,Rural,760-876-5501,501 EAST LOCUST STREET,LONE PINE,93545,PETER SPIERS,37,37,37,18,0,0,0,0,0,2,0,0,0,20,0,1426,0,0,0,0,0,136,0,0,0,1562,0,290,0,186,0,0,0,252,0,0,39,767,1729437,0,0,0,0,0,109946,0,0,0,1839383,1860390,0,1193215,0,0,0,1616614,0,0,250190,4920409,135792,2095295,0,706288,0,0,0,0,234041,0,0,0,0,0,0,89197,3260613,0,0,0,0,0,1494532,0,486927,0,0,0,1492519,0,0,25201,3499179,771461,4484998,534212,552821,0,0,0,0,207894,1463194,0,0,0,0,0,0,0,0,0,0,0,0,0
368,106334068,SOUTHWEST HEALTHCARE SYSTEM - MURRIETA,20234,10/01/2023,12/31/2023,Open,Riverside,12 - Inland Counties,1109,Investor - Corp.,Comparable,,951-696-6000,25500 MEDICAL CENTER DRIVE,MURRIETA,92562,JARED GILES,240,240,240,589,1243,131,1025,0,0,202,1149,1,115,4455,0,3003,5734,794,3756,0,0,737,3215,3,286,17528,0,1403,3411,827,10686,0,0,1542,7321,97,2709,27996,69196582,131856823,13684914,71818896,0,0,14818728,76042648,50789,7928647,385398027,25455914,67252870,8181795,98418390,0,0,18744808,93453533,851598,17706033,330064941,6043518,79413838,175672797,14795899,158930545,0,0,0,28758300,131133838,0,3143637,0,0,0,16657415,614549787,0,0,0,0,0,14439128,20955015,6886102,9868746,0,0,4521725,36930608,38457,7273400,100913181,1048353,113345000,0,40101,0,0,0,0,20525740,300697023,0,0,0,0,0,0,0,0,0,0,0,0,0
369,106100899,ST. AGNES MEDICAL CENTER,20234,10/01/2023,12/31/2023,Open,Fresno,09 - Central,605,Church,Comparable,,559-450-3000,1303 EAST HERNDON AVENUE,FRESNO,93720,DAVID SPIVEY,436,436,382,1555,957,338,2271,0,0,87,1092,8,69,6377,0,8819,6288,1796,9394,0,0,441,3816,35,243,30832,0,9685,4986,1327,11711,0,0,801,11645,54,2271,42480,109689909,79054773,18268607,105109624,0,0,6137661,54802012,227947,3740593,377031126,56993349,36321719,7830720,75655578,0,0,4397601,62234740,315909,4315175,248064791,2719929,127457217,91474269,25179021,128573463,0,0,0,5360589,76628716,0,3297784,0,0,0,1843671,462534659,0,0,0,0,0,38228391,22047467,1128235,52015982,0,0,4976777,40183052,1941,3979413,162561258,5144775,161037823,240418,-2020864,0,0,0,0,4175014,196109664,0,0,0,0,0,0,0,0,0,0,0,0,0
370,106361339,ST. BERNARDINE MEDICAL CENTER,20234,10/01/2023,12/31/2023,Open,San Bernardino,12 - Inland Counties,1209,Non Profit Corp.,Comparable,,909-883-8711,2101 NORTH WATERMAN AVENUE,SAN BERNARDINO,92404,DOUGLAS KLEAM,342,278,216,479,1024,232,1538,0,0,26,446,37,20,3802,0,2606,5397,1426,6376,0,0,160,1865,201,70,18101,0,1990,3559,2479,20906,0,0,807,5570,1476,38,36825,57447062,137083724,25698937,142050954,0,0,3833625,43547051,4029197,293681,413984231,16853092,41196556,12765924,84615246,0,0,2275542,33111642,5575197,67345,196460544,4026167,57179640,150878803,17945841,130764863,-2741603,0,0,5083736,48726938,0,6376365,0,0,0,4745341,422986091,0,0,0,0,0,15801500,26465052,20360514,97567854,0,0,845531,25829527,267276,321430,187458684,494406,150413481,0,1575214,0,0,0,0,2986121,169859744,0,0,0,0,0,0,0,0,0,0,0,0,0
